id;Marka;Model;Sztuk_sprzedanych_pierwsze_30_dni;cena_wysylka30A;Data_wystawienia_aukcji;CA_NAME_5;fea_30;bld_30;hli_30;dpg_30;sa_30;48h_30;sma_30;bgn_30;top_seller_sales_30m;unique_sellers30m;sum_tr_quantity30m;sum_tr_quantity6030m;sum_tr_quantity9060m;sum_tr_quantity12090m;sum_tr_quantity150120m;sum_tr_quantity180150m;cena_z_wysylka30m;mp_fea;mp_bld;mp_hli;mp_dpg;mp_sa;mp_48h;mp_sma;mp_bgn;top3_sales_30m;ILE_AUKCJI_W_DNIU_DEBIUTU_FIRMA;ILE_AUKCJI_Z_WYZSZA_CENA_W_DNIU_DEBIUTU_FIRMA;ILE_AUKCJI_Z_ROWNA_CENA_W_DNIU_DEBIUTU_FIRMA;ILE_AUKCJI_Z_NIZSZA_CENA_W_DNIU_DEBIUTU_FIRMA;sez_IND
69;braun;5185;26;192,9365079;13.11.2018;Depilatory;1;1;1;0;1;0,076923077;1;0;8;6;14;9;1;1;7;30;192,1342857;0,785714286;0;0;0;0,214285714;0;0;0;11;19;15;2;2;1,660203139
70;braun;799CC CC4;6;927,28125;19.11.2018;Golarki;1;1;1;0;1;0,166666667;1;0,166666667;43;23;154;138;83;63;58;73;311,6576623;0,733766234;0,37012987;0,246753247;0;0,876623377;0;0;0;125;0;0;0;0;2,656760637
71;braun;799CC-7WD CC4;11;939;19.11.2018;Golarki;1;1;1;0;1;0;1;1;6;9;25;38;54;36;45;66;839,0492;0,84;0,72;0,44;0;0,76;0;0;0;14;16;12;1;3;2,656760637
74;braun;cruzer 6 beard head;48;179;26.10.2018;Maszynki do strzy?enia;1;1;1;0;1;1;1;0,958333333;6;4;12;2;6;2;2;1;205,7491667;0,333333333;0;0;0;0,833333333;0;0;0;11;4;2;0;2;1,145745399
75;braun;MQ 5045;13;276,1428571;13.11.2018;Miksery i blendery;1;1;1;0;1;0,3;1;0;2;3;4;6;8;6;3;3;300,25;0,75;0;0;0;0,5;0,75;0;0;4;6;6;0;0;1,790142503
77;braun;MQ 535 Sauce;24;184;13.11.2018;Miksery i blendery;1;1;1;0;1;0;1;0;2;2;3;2;9;9;3;17;171,3033333;0;0;0;0;0,666666667;0,666666667;0;0;3;2;2;0;0;1,790142503
78;braun;MQ 787 Gourmet;23;504,25;03.12.2018;Miksery i blendery;1;1;1;0;1;0;1;0;16;1;16;5;9;5;7;2;515,875;1;1;1;0;0;0;1;0;16;2;1;1;0;1,883563601
79;braun;MQ520 Pasta;27;147,3103448;04.12.2018;Miksery i blendery;1;1;1;0;1;0;1;0;9;2;13;5;8;0;0;0;148,3076923;0;0;0;0;0,692307692;0,692307692;0,307692308;0;13;2;1;1;0;1,842652588
80;braun;Oral-B Trizone 500;22;134,483871;24.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0;28;22;82;103;152;129;100;82;178,0670732;0,756097561;0,024390244;0,024390244;0;0,646341463;0;0;0;103;55;32;0;23;2,911972941
81;braun;Precision Clean;50;72;24.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0;309;13;357;288;284;276;226;218;64,94691877;0,93557423;0;0;0;0,960784314;0;0;0;588;50;15;0;35;2,911972941
82;braun;Satin Hair 5 HD 530;50;132;01.12.2016;Suszarki do w?os?;1;1;1;1;0;1;1;1;16;9;32;18;18;19;25;8;164,578125;0,8125;0;0;0;0,71875;0;0,21875;0;25;9;5;0;4;2,208004795
85;braun;Silk-epil 5-511;6;194,6129032;16.12.2018;Depilatory;1;1;1;0;1;0;1;0,8;207;30;349;96;79;150;217;198;226,7212034;0,856733524;0,653295129;0,206303725;0,054441261;0,702005731;0;0,151862464;0,048710602;279;2;2;0;0;1,232132964
88;braun;Silk-epil 9558;5;457,4806061;19.11.2018;Depilatory;1;1;1;0;1;0,2;1;0;2;3;4;5;6;9;4;0;535;0,75;0,25;0;0;1;1;0;0;4;10;9;0;1;2,445429363
90;braun;Silk-epil LS5160;23;109;16.12.2018;Golarki;1;1;1;0;1;0;1;0;40;4;54;8;0;1;14;69;171,462963;0,907407407;0;0;0;1;1;0;0;53;9;8;1;0;1,280962707
91;braun;Silk-epil SE5380 FG1100;5;294,483871;19.11.2018;Depilatory;1;1;1;0;1;0;1;0;53;10;94;80;57;111;119;244;357,1664894;0,872340426;0,563829787;0,468085106;0;0,978723404;0;0;0;104;43;31;0;12;2,445429363
94;delonghi;EC 680.BK;2;666,0588235;01.12.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0;1;0;2;4;5;3;2;2;3;4;676;0,6;0;0;0;0,8;0,6;0,2;0;4;12;8;3;1;1,609082456
95;delonghi;EC 680.M;29;632,125;27.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0,235294118;1;0,588235294;21;4;29;20;17;22;13;16;635,2068966;0,862068966;0;0;0;0,24137931;0;0,724137931;0;28;5;2;0;3;1,614365411
96;delonghi;EC 680.R;5;617,4848485;05.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0,75;1;0,75;4;1;4;6;2;8;7;4;655;0,5;0;0,5;0;1;0;0;0;4;7;6;0;1;1,167850049
98;delonghi;ECAM 22.110B;80;1265,574074;05.11.2018;Ekspresy ci?ieniowe;1;1;1;0;0,948717949;0,692307692;1;0,897435897;11;8;23;17;23;45;40;30;1276,956522;0,869565217;0,043478261;0,043478261;0;0,869565217;0;0;0;18;11;10;1;0;1,167850049
100;delonghi;ECAM 23.120.SB;9;1759,344828;03.12.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0;1;1;2;2;3;6;2;0;0;0;1801,666667;0;0;0;0;0;0;0;0;4;14;7;0;7;1,529732471
102;delonghi;ECAM 25.462.B;4;2754,225806;28.12.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0;1;0;7;3;9;7;4;1;0;0;2810,433333;0,777777778;0;0;0;1;1;0;0;9;2;2;0;0;1,161087866
103;delonghi;ECAM 28.465.M;12;3295,032258;05.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;1;1;0;1;1;1;8;5;0;6;6;3099;1;0;0;0;0;1;0;0;1;3;3;0;0;1,167850049
104;delonghi;ECAM 44.660.B;2;2784,911765;27.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0;1;0;1;2;2;2;2;0;4;0;2814;0,5;0;0;0;0,5;0,5;0,5;0;2;1;0;1;0;1,614365411
105;delonghi;ECAM 45.760.W;13;3114,466667;05.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;1;1;0,2;4;2;6;0;0;1;6;9;3265,666667;1;0;0;0;1;1;0;0;6;8;8;0;0;1,167850049
108;delonghi;ESAM 04.110.S;2;1669;05.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0;1;0;1;2;2;4;6;2;0;1;1986,5;0,5;0;0;0;0;1;0;0;2;1;1;0;0;1,167850049
110;delonghi;ESAM 6750 PrimaDonna;2;4299;05.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0;1;0;0;0;0;1;3;2;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;0;0;0;1,167850049
111;delonghi;ESAM 6900 PrimaDonna;3;5132,030303;06.11.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0,333333333;1;0,666666667;3;1;3;0;1;1;0;0;5149;1;0;0;0;0;0;1;0;4;3;3;0;0;1,170174549
113;delonghi;KBO 2001.R ICONA;13;259;26.11.2018;Czajniki;1;1;1;0;1;0;1;0;5;3;12;8;9;6;6;5;277,4166667;0,666666667;0;0;0;0,583333333;0,583333333;0,416666667;0;12;14;14;0;0;1,592331951
114;delonghi;KBZ 2001.GY SCULTURA;2;340,25;26.11.2018;Czajniki;1;1;1;0;1;0;1;0;2;7;11;9;6;9;3;1;367,9990909;0,636363636;0;0;0;0,727272727;0,636363636;0,181818182;0;6;12;9;0;3;1,592331951
115;eldom;NU6;11;175;16.12.2018;Nawil?acze;1;1;1;0;1;0;1;0;41;11;79;40;45;11;13;8;177,6668354;0,949367089;0,518987342;0,518987342;0;1;1;0;0;114;20;15;3;2;1,967193769
119;karcher;WV 2 Plus;26;239;11.11.2018;Pozosta?e;1;1;1;0;1;0;1;0;141;7;255;303;269;269;258;314;322,416;0,960784314;0,847058824;0,635294118;0,031372549;0,97254902;0;0;0,368627451;229;93;83;0;10;1,401782325
120;karcher;WV 5 Plus;10;299;11.11.2018;Pozosta?e;1;1;1;0;1;0;1;0;18;5;34;37;22;18;23;18;349,5582353;0,852941176;0,588235294;0,617647059;0,147058824;1;0,882352941;0;0,352941176;30;31;28;0;3;1,401782325
125;kenwood;JE720;5;350,4375;10.12.2018;Sokowir?ki;1;1;1;0;1;0;1;0;1;1;1;2;2;0;0;0;399;1;0;0;0;1;1;0;0;1;5;5;0;0;1,439304944
127;kenwood;KMM 063;8;2874;18.11.2018;Roboty kuchenne;1;1;1;0;1;0,571428571;1;0;4;5;10;5;5;4;7;11;2663,8;0,7;0;0;0;0,8;0,8;0;0;8;8;4;3;1;2,461043837
130;krups;EA8108 1450W;8;1221,223881;16.12.2018;Ekspresy ci?ieniowe;1;1;1;0;1;0;1;0;8;5;12;27;10;12;5;18;1285,665833;0,916666667;0;0;0;0,916666667;1;0;0;10;9;9;0;0;1,225434259
132;oral b;3D White;150;72;24.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0;336;24;1585;1140;1118;1054;908;828;86,77282019;0,922397476;0,514826498;0,32555205;0,051735016;0,434069401;0,781072555;0,010725552;0;905;0;0;0;0;2,911972941
133;oral b;Braun;191;129;12.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;1;721;83;1545;1606;1560;1444;1334;1254;162,5477152;0,887378641;0,148220065;0,0802589;0;0,939158576;0;0;0;2022;0;0;0;0;2,175929907
134;oral b;Oxyjet;71;372,5849057;24.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0,28;1;1;1;4;19;22;25;21;251;1;1;1;0;1;0;0;0;2;0;0;0;0;2,911972941
135;oral b;PC500;122;129;06.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0,083333333;1;0,916666667;1;1;1;12;40;32;23;48;197;1;1;0;0;1;1;0;0;1;0;0;0;0;1,641060185
137;oral b;Precision;49;72;24.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0;77;16;219;109;133;129;145;95;85,38109589;0,730593607;0,00913242;0,073059361;0;0,534246575;0;0,073059361;0;555;0;0;0;0;2,911972941
138;oral b;Sensitive;98;74;02.11.2018;Szczoteczki elektryczne;1;1;1;0;1;1;1;0;21;4;24;17;30;16;12;24;74,9875;0,916666667;0;0;0;0,916666667;0;0;0;23;0;0;0;0;1,471656109
139;oral b;Sensitive D12.513;13;74;02.11.2018;Szczoteczki elektryczne;1;1;1;0;1;1;1;0;7;9;32;21;29;47;44;33;74,6690625;0,5;0,15625;0,03125;0;0,8125;0,75;0,03125;0;17;0;0;0;0;1,471656109
141;oral b;Vitality;204;70,53846154;24.11.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0;20;8;31;30;53;60;202;326;83,1016129;0,225806452;0,193548387;0;0;0,258064516;0;0;0;44;0;0;0;0;2,911972941
142;philips;GC320 Steamer;103;294,11625;10.12.2018;?elazka;1;1;1;0;1;0;1;0;39;20;202;83;80;49;78;138;303,7859406;0,831683168;0,103960396;0,188118812;0,113861386;0,52970297;0;0;0,178217822;92;19;16;0;3;1,18646455
143;philips;GC4522 Azur;123;283,6206897;26.11.2018;?elazka;1;1;1;0;1;0;1;0;173;17;339;254;247;184;194;89;278,2768437;0,955752212;0,050147493;0,03539823;0;0,469026549;0,684365782;0;0;251;12;9;1;2;1,518952798
145;philips;HC3400;57;79;16.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0;1;0;64;7;76;51;96;86;35;44;78,55013158;0,868421053;0;0;0;0,934210526;0;0;0;71;17;13;0;4;1,895998649
148;philips;HX6932/36;74;549;17.12.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0,16;40;6;65;0;1;0;0;0;557,4550769;0,907692308;0;0;0;0,907692308;0;0;0;61;12;12;0;0;1,374246376
149;philips;HX9332;20;596,9705882;16.11.2018;Szczoteczki elektryczne;1;1;1;0;0,928571429;0,428571429;1;0,857142857;4;6;13;8;6;8;16;10;626,6746154;0,230769231;0;0;0;0,307692308;0;0;0;12;13;11;1;1;2,614536456
150;philips;IPL Lumea SC2009;103;1891,919355;08.12.2018;Depilatory;1;1;1;0;1;0;1;0;75;21;207;90;138;191;192;149;1718,801014;0,859903382;0,140096618;0,048309179;0,048309179;0,777777778;0;0;0,024154589;138;27;12;0;15;2,038781163
153;philips;PT860;34;269;19.11.2018;Golarki;1;1;1;0;1;0;1;0;7;10;28;29;14;10;25;13;264,9307143;0,5;0;0;0;0,857142857;0;0;0;17;4;4;0;0;2,656760637
154;philips;PT860 Power Touch;14;269;19.11.2018;Golarki;1;1;1;0;1;0;1;0;33;9;81;31;64;96;92;27;171,7728395;0,790123457;0;0;0;0,641975309;0;0;0;73;6;0;0;6;2,656760637
155;philips;QT4005;40;124,2413514;20.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0;1;0;24;9;46;55;58;29;17;19;123,4226087;0,52173913;0;0;0;0,97826087;0;0;0;34;20;15;0;5;2,027759019
158;remington;AC8000;9;139;27.10.2018;Suszarki do w?os?;1;1;1;0;1;0;1;0;35;11;63;53;44;20;19;19;116,3760317;0,952380952;0,142857143;0;0;0,888888889;1;0;0;52;23;7;1;15;1,213745562
159;remington;AC8000 Keratin Therap;17;139;12.11.2018;Suszarki do w?os?;1;1;1;0;1;0,7;1;0;13;3;17;38;49;48;37;36;145,01;0,941176471;0;0;0;1;1;0;0;17;16;7;0;9;1,879236409
160;remington;AS7051;34;93,30434783;27.10.2018;Lok?ki;1;1;1;0;1;0;1;0;23;22;107;132;95;96;91;129;94,78009346;0,803738318;0,009345794;0;0;0,869158879;0;0;0;51;30;25;2;3;1,126195778
161;remington;BHT250;7;104,1612903;15.12.2018;Golarki;1;1;1;0;1;0;1;0;14;8;29;18;14;13;7;12;106,5696552;0,862068966;0,172413793;0;0;0,965517241;0;0;0;23;15;11;1;3;1,437646987
162;remington;CI606;4;175,3636364;27.10.2018;Lok?ki;1;1;1;0;1;0,666666667;1;0,666666667;2;5;7;3;7;2;3;1;211,8228571;1;0;0;0;1;1;0;0;5;9;7;0;2;1,126195778
163;remington;CI606 Curl;40;168,5744681;27.10.2018;Lok?ki;1;1;1;0;1;0,222222222;1;1;5;7;11;10;18;10;13;25;192,1354545;0,727272727;0,454545455;0;0;0,818181818;0;0;0;8;25;24;0;1;1,126195778
164;remington;CI9532;20;103,1702128;27.10.2018;Lok?ki;1;1;1;0;1;0,727272727;1;0;35;10;86;78;107;82;72;111;107,5634884;0,906976744;0,11627907;0,093023256;0;0,988372093;0;0;0;65;15;14;0;1;1,126195778
165;remington;CI96w1;76;95;27.10.2018;Lok?ki;1;1;1;0;1;0;1;0,53125;55;20;147;170;164;141;125;138;105,8351701;0,952380952;0,43537415;0,142857143;0,054421769;0,734693878;0,993197279;0;0;93;52;43;2;7;1,126195778
166;remington;D3015;9;77;27.10.2018;Suszarki do w?os?;1;1;1;0;1;0,625;1;0;2;3;5;14;4;10;9;7;81,8;0,6;0,2;0,2;0;1;1;0;0;5;6;6;0;0;1,213745562
167;remington;D5219;105;95;27.10.2018;Suszarki do w?os?;1;1;1;0;1;0,540540541;1;0,945945946;28;3;32;25;14;18;13;17;102,89625;0,84375;0;0;0;1;0,9375;0;0;32;21;15;1;5;1,213745562
168;remington;D5219 your style;41;95;12.11.2018;Suszarki do w?os?;1;1;1;0;1;0;1;1;53;12;136;125;85;95;66;74;119,2866176;0,955882353;0,551470588;0;0;0,992647059;0,992647059;0;0;96;39;39;0;0;1,879236409
169;remington;D8700;18;132,2142857;16.11.2018;Suszarki do w?os?;1;1;1;0;1;0,076923077;1;0;12;7;24;9;0;0;0;0;152,1620833;0,916666667;0;0;0;1;0,916666667;0;0;18;21;19;0;2;2,254345922
173;remington;HC 5030;169;57,49625;06.07.2018;Maszynki do strzy?enia;1;1;0;0;1;1;1;0;122;21;296;263;266;271;241;224;65,45233108;0,956081081;0,597972973;0,006756757;0;0,962837838;0,983108108;0;0;191;38;38;0;0;0,899600428
174;remington;HC 5035;5;89;04.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0;1;0;3;3;5;1;0;0;0;0;98,598;0,8;0;0;0;1;1;0;0;5;11;8;1;2;1,326326749
175;remington;HC 5150;63;71;04.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0;1;0;30;14;65;81;126;142;183;149;74,82353846;0,861538462;0,015384615;0;0;0,938461538;0;0;0;129;53;32;1;20;1,326326749
176;remington;HC 5356;6;136,7096774;04.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0,666666667;1;0;114;13;145;124;103;137;155;124;137,1813103;0,910344828;0;0;0;0,944827586;0;0;0;127;20;14;2;4;1,326326749
177;remington;HC 5800;33;165;04.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0,130434783;1;0;24;18;103;101;130;128;126;105;157,9391262;0,708737864;0,13592233;0,009708738;0;0,67961165;0;0;0;47;17;13;1;3;1,326326749
178;remington;HC 5960;128;163,6551724;04.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0,225;1;0,7;4;6;15;31;22;30;38;24;241,726;0,733333333;0,266666667;0;0;1;1;0;0;11;18;18;0;0;1,326326749
179;remington;IPL 6250;36;689;27.10.2018;Depilatory;1;1;1;0;1;0;1;0,9375;26;15;79;69;87;147;183;185;688,2477215;0,721518987;0,215189873;0,050632911;0;0,936708861;0;0;0;47;34;30;3;1;0,778024007
180;remington;IPL 6500;14;916,2903226;04.11.2018;Depilatory;1;1;1;0;1;0,7;1;0;17;6;30;20;25;32;21;38;909,1666667;0,966666667;0,633333333;0;0;0,966666667;0;0;0;27;27;24;1;2;1,097506925
181;remington;IPL 6750;99;1116,333333;27.10.2018;Depilatory;1;1;1;0;0,964285714;0,285714286;1;1;26;19;88;77;60;118;109;72;1115,251136;0,875;0,568181818;0,295454545;0;0,818181818;0;0;0;51;33;25;4;4;0,778024007
182;remington;Keratin Therapy Pro Curl CI8319;82;84;01.12.2016;Lok?ki;1;1;1;1;0;1;1;0,4;35;22;155;107;142;189;136;165;86,76619355;0,864516129;0,064516129;0,096774194;0;0,896774194;0;0;0;69;3;2;1;0;2,866876959
184;remington;Keratin Therapy S8590;780;139;23.09.2018;Prostownice;1;1;1;0;1;1;1;1;644;27;494;430;430;423;582;596;135,5574291;0,900809717;0,058704453;0,004048583;0;0,886639676;0;0;0;318;10;9;0;1;0,920706595
185;remington;MB4010;42;61,61538462;27.10.2018;Maszynki do strzy?enia;1;1;1;0;1;0,615384615;1;0;105;8;141;120;80;77;43;41;65,01056738;0,943262411;0,787234043;0;0;0,992907801;1;0;0;122;13;12;1;0;1,153905678
186;remington;MB4045;13;164,968254;04.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0,454545455;1;0;6;4;12;8;10;8;12;10;172,2158333;1;0,5;0;0;1;1;0;0;11;12;11;1;0;1,326326749
187;remington;MB4110;25;129;02.12.2018;Maszynki do strzy?enia;1;1;1;0;1;0;1;0;3;5;7;9;12;17;20;24;142,0514286;0,714285714;0,142857143;0;0;1;1;0;0;5;11;8;3;0;1,748269458
188;remington;NE3750;55;69,35294118;16.11.2018;Maszynki do strzy?enia;1;1;1;0;1;0;1;0;29;18;105;115;100;93;75;66;74,81504762;0,847619048;0,095238095;0,076190476;0;0,99047619;0,980952381;0;0;66;55;55;0;0;1,895998649
189;remington;Pearl Ci95;17;94;27.10.2018;Lok?ki;1;1;1;0;1;0,7;1;0;22;6;40;49;48;37;71;134;97,099;0,925;0,05;0;0;0,975;0;0;0;34;14;13;0;1;1,126195778
190;remington;PG180;12;69;04.11.2018;Maszynki do strzy?enia;1;1;1;0;1;1;1;0;5;3;7;6;7;4;6;5;61,92857143;0,142857143;0;0;0;1;1;0;0;7;4;3;0;1;1,326326749
191;remington;PG6130;35;115;02.12.2018;Maszynki do strzy?enia;1;1;1;0;1;0;1;0;3;4;8;2;2;0;0;0;116,625;0,875;0,25;0,25;0;0,75;1;0;0;7;10;6;0;4;1,748269458
192;remington;Pro-Air Turbo D5220;230;79;06.07.2018;Suszarki do w?os?;1;1;0;0;1;1;1;0;73;18;266;379;329;291;261;354;86,59078947;0,906015038;0,176691729;0;0;0,996240602;0,95112782;0;0;166;51;40;1;10;0,754484253
193;remington;S6500;319;98,29577465;27.10.2018;Prostownice;1;1;1;0;1;0,618181818;1;0,836363636;89;18;274;398;337;288;311;282;103,5332482;0,846715328;0,189781022;0,058394161;0;0,875912409;0;0;0;178;29;29;0;0;1,068161895
194;remington;S6500 Sleek Curl;116;98,4375;27.10.2018;Prostownice;1;1;1;0;1;0,692307692;1;0,961538462;34;17;108;168;203;174;138;442;111,6760185;0,824074074;0,111111111;0;0;0,861111111;0;0;0;58;20;19;0;1;1,068161895
195;remington;S6600 Multi Style;83;89;01.12.2016;Prostownice;1;1;1;1;0;1;1;0,818181818;3;7;13;19;44;19;10;21;101,5676923;0,538461538;0;0;0;1;1;0;0;9;1;1;0;0;2,190079227
196;remington;S7200 Wet2Straight;40;114,9975;02.12.2018;Prostownice;1;1;1;0;1;0;1;0;45;13;98;90;88;97;68;92;115,9582653;0,897959184;0,102040816;0;0;0,948979592;0;0;0;78;22;19;0;3;2,116310227
197;remington;S7710;38;122;10.11.2018;Prostownice;1;1;1;0;1;0,35;1;0;71;20;150;193;129;115;135;119;124,7231333;0,9;0,513333333;0,46;0;0,94;0;0;0;109;28;26;0;2;1,564365934
198;remington;S7710 Triple Ion;19;121,7096774;27.10.2018;Prostownice;1;1;1;0;1;0,125;1;0;26;5;42;50;60;79;43;56;124,8045238;0,833333333;0,357142857;0;0;1;1;0;0;40;16;16;0;0;1,068161895
199;remington;S8500;13;116;27.10.2018;Prostownice;1;1;1;0;1;1;1;0;3;3;8;20;18;42;44;56;99,25;0;0,375;0;0;0,375;0;0;0;8;1;0;0;1;1,068161895
200;remington;S8500 shine therapy gw;32;111,3548387;05.11.2018;Prostownice;1;1;1;0;1;0,8125;1;0;81;22;197;444;499;444;481;433;115,0073096;0,807106599;0,52284264;0,126903553;0;0,827411168;0;0;0;112;36;28;0;8;1,305760929
201;remington;S8510;5;126;28.10.2018;Prostownice;1;1;1;0;1;0,2;1;0;2;3;4;7;102;74;54;36;122,2475;0,5;0,5;0;0;0,5;0;0;0;4;2;0;1;1;1,075274153
202;remington;S8510 frizz therapy GW;18;126;05.11.2018;Prostownice;1;1;1;0;1;0;1;0;68;9;126;135;217;167;207;219;130,4721429;0,849206349;0,452380952;0;0;0,992063492;0;0;0;103;20;18;0;2;1,305760929
204;remington;S8590;210;139;26.10.2018;Prostownice;1;1;1;0;1;0;1;0,916666667;4;3;6;20;25;30;39;38;144,4983333;0;0;0;0;0,166666667;0;0;0;6;26;16;0;10;1,058403215
205;remington;S8700;12;259;16.11.2018;Prostownice;1;1;1;0;1;1;1;0;4;5;12;3;0;0;0;0;264,2375;0,833333333;0,166666667;0,166666667;0;1;1;0;0;10;8;6;1;1;2,079921931
206;remington;S9500;74;138,6363636;16.11.2018;Prostownice;1;1;1;0;1;0;1;0;35;20;110;259;248;175;207;226;127,0194545;0,745454545;0,318181818;0;0;0,845454545;0;0;0;59;17;17;0;0;2,079921931
207;remington;S9600 SILK;59;143,99375;07.12.2018;Prostownice;1;1;1;0;1;0;1;0;49;18;147;108;124;105;103;99;151,2492517;0,884353741;0,401360544;0,027210884;0,054421769;0,945578231;0;0;0;98;26;24;1;1;1,940819398
208;remington;SFT150;40;180,7777778;01.12.2018;Szczoteczki elektryczne;1;1;1;0;1;0;1;0;34;6;63;9;6;2;0;0;175,0295238;1;0;0;0;0,46031746;0;0;0;53;20;13;0;7;2,663169662
209;remington;WDF4840;34;96,88461538;16.11.2018;Golarki;1;1;1;0;1;0,272727273;1;0;8;12;49;53;74;131;158;135;98,98734694;0,836734694;0;0;0;0,959183673;0;0;0;22;22;13;0;9;2,398928968
210;remington;XR1330;31;215;04.11.2018;Golarki;1;1;1;0;1;0,95;1;0;12;12;46;49;37;41;55;30;200,8378261;0,782608696;0;0;0;0,47826087;0,739130435;0;0;29;26;20;1;5;1,369943903
211;remington;xr1350;7;241,1935484;04.11.2018;Golarki;1;1;1;0;1;1;1;0;5;5;10;18;10;24;23;22;247,375;0,7;0;0;0;0,9;0,7;0;0;8;22;17;2;3;1,369943903
212;remington;XR1370;83;253;27.10.2018;Golarki;1;1;1;0;1;0;1;0,975;48;16;106;106;92;98;89;68;257,1368868;0,943396226;0,273584906;0,009433962;0;0,91509434;0;0;0;82;21;15;0;6;1,092004928
